trip_id,fecha_local,anio,mes,semana_iso,dia_semana,hora,monto_bruto,duracion_min,distancia_km,mxn_por_minuto,origen,destino,estado,enlace_google_maps
176d5d98-5853-4333-a28e-0e64c2dfc470,2025-02-02 20:43:44,2025,02,5,Sunday,20,68.98,14.35,11.23,4.81,"Avenida Pacífico, Ciudad Jardín, 04330 Coyoacán, Ciudad de México, MX","Lorenzo Boturini, 15820 Venustiano Carranza, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Avenida%20Pac%C3%ADfico%2C%20Ciudad%20Jard%C3%ADn%2C%2004330%20Coyoac%C3%A1n%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Lorenzo%20Boturini%2C%2015820%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
359beb47-91f8-4e44-a941-bf3662dd7ecb,2025-02-02 20:37:08,2025,02,5,Sunday,20,23.0,6.13,2.43,3.75,"Santo Domingo Pedregal de Santo Domingo, 04369 Coyoacán, Mexico City, MX","04330 Coyoacán, Mexico City, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Santo%20Domingo%20Pedregal%20de%20Santo%20Domingo%2C%2004369%20Coyoac%C3%A1n%2C%20Mexico%20City%2C%20MX&destination=04330%20Coyoac%C3%A1n%2C%20Mexico%20City%2C%20MX
8445ca51-35da-492a-9238-75ffbd3e5505,2025-02-02 20:18:03,2025,02,5,Sunday,20,40.78,12.88,5.27,3.17,"Col Del Carmen, 04100 Coyoacán, CMX, MX","Pedregal de Santo Domingo, 04369 Coyoacán, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Col%20Del%20Carmen%2C%2004100%20Coyoac%C3%A1n%2C%20CMX%2C%20MX&destination=Pedregal%20de%20Santo%20Domingo%2C%2004369%20Coyoac%C3%A1n%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
e9395ee9-2472-4b59-8e75-765c20810b91,2025-02-02 19:53:00,2025,02,5,Sunday,19,74.45,17.62,8.15,4.23,"Cuauhtémoc, 06700 Cuauhtémoc, Ciudad de México, MX","Felipe Carrillo Puerto, Col Villa Coyoacán, 04000 Coyoacán, CMX, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Cuauht%C3%A9moc%2C%2006700%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Felipe%20Carrillo%20Puerto%2C%20Col%20Villa%20Coyoac%C3%A1n%2C%2004000%20Coyoac%C3%A1n%2C%20CMX%2C%20MX
47f03677-d01a-4baa-840a-4196d031a8c5,2025-02-02 19:32:05,2025,02,5,Sunday,19,54.11,15.88,7.82,3.41,"Calle Simón Bolívar, Col Centro Cuauhtémoc, 06010 Ciudad de México, Ciudad de México, MX","Hipódromo Condesa, 06170 Cuauhtémoc, Mexico City, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Sim%C3%B3n%20Bol%C3%ADvar%2C%20Col%20Centro%20Cuauht%C3%A9moc%2C%2006010%20Ciudad%20de%20M%C3%A9xico%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Hip%C3%B3dromo%20Condesa%2C%2006170%20Cuauht%C3%A9moc%2C%20Mexico%20City%2C%20MX
882c6554-7269-4a85-8733-eb390af32e42,2025-02-02 18:38:24,2025,02,5,Sunday,18,74.94,18.23,10.42,4.11,"Calle Mercadela, Torres de Potrero, 01840 Álvaro Obregón, Cidade do México, MX","Insurgentes Mixcoac, 03920 Benito Juárez, Cidade do México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Mercadela%2C%20Torres%20de%20Potrero%2C%2001840%20%C3%81lvaro%20Obreg%C3%B3n%2C%20Cidade%20do%20M%C3%A9xico%2C%20MX&destination=Insurgentes%20Mixcoac%2C%2003920%20Benito%20Ju%C3%A1rez%2C%20Cidade%20do%20M%C3%A9xico%2C%20MX
79ffa07a-c313-45ee-b040-dbcb7f26caeb,2025-02-02 17:42:38,2025,02,5,Sunday,17,123.96,37.53,20.94,3.3,"Fuentes de Tepepan, 14643 Tlalpan, Ciudad de México, MX","Col Torres de Potrero, 01840 Álvaro Obregón, DF, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Fuentes%20de%20Tepepan%2C%2014643%20Tlalpan%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Col%20Torres%20de%20Potrero%2C%2001840%20%C3%81lvaro%20Obreg%C3%B3n%2C%20DF%2C%20MX
7dfdda6c-fd85-4fb8-ac86-02fb3e796bf6,2025-02-02 16:45:42,2025,02,5,Sunday,16,214.13,34.45,25.53,6.22,"Col Peñón de los Baños, 15620 Venustiano Carranza, DF, MX","Lázaro Cárdenas, México D.F., 14640 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Col%20Pe%C3%B1%C3%B3n%20de%20los%20Ba%C3%B1os%2C%2015620%20Venustiano%20Carranza%2C%20DF%2C%20MX&destination=L%C3%A1zaro%20C%C3%A1rdenas%2C%20M%C3%A9xico%20D.F.%2C%2014640%20Ciudad%20de%20M%C3%A9xico%2C%20MX
5059d48a-a57b-4921-ac08-a118fcfefb81,2025-02-02 16:41:21,2025,02,5,Sunday,16,64.77,18.43,9.36,3.51,"Lorenzo Boturini, 15820 Venustiano Carranza, Ciudad de México, MX","Col Agrícola Pantitlán, 08100 Iztacalco, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Lorenzo%20Boturini%2C%2015820%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Col%20Agr%C3%ADcola%20Pantitl%C3%A1n%2C%2008100%20Iztacalco%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
1a2e6112-8701-44f5-8804-66d58ec9c8f4,2025-02-02 16:25:56,2025,02,5,Sunday,16,35.61,9.62,4.43,3.7,"Ignacio Zaragoza, 15000 Venustiano Carranza, Ciudad de México, MX","Lorenzo Boturini, 15820 Venustiano Carranza, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Ignacio%20Zaragoza%2C%2015000%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Lorenzo%20Boturini%2C%2015820%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
