trip_id,fecha_local,anio,mes,semana_iso,dia_semana,hora,monto_bruto,duracion_min,distancia_km,mxn_por_minuto,origen,destino,estado,enlace_google_maps
e7f4c25a-0267-44d8-b6df-a65371e7196d,2025-01-05 19:35:31,2025,01,1,Sunday,19,142.82,33.8,21.6,4.23,"San Joaquín, 11260 Miguel Hidalgo, Ciudad de México, MX","Los Reyes, 04330 Coyoacán, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=San%20Joaqu%C3%ADn%2C%2011260%20Miguel%20Hidalgo%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Los%20Reyes%2C%2004330%20Coyoac%C3%A1n%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
0f8545d7-19e3-4d70-bc79-0f368095c7b9,2025-01-05 18:53:52,2025,01,1,Sunday,18,98.13,18.57,10.1,5.28,"07770 Gustavo A. Madero, Ciudad de México, MX","San Álvaro, 02080 Azcapotzalco, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=07770%20Gustavo%20A.%20Madero%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=San%20%C3%81lvaro%2C%2002080%20Azcapotzalco%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
3c910f5b-b730-4e42-8698-144e291fbc97,2025-01-05 18:24:48,2025,01,1,Sunday,18,138.43,31.18,16.21,4.44,"Av. Río Tuxpan, México D.F., 09030 Ciudad de México, MX","Eje Central Lázaro Cárdenas, Gustavo A. Madero, 07760 Ciudad de México, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Av.%20R%C3%ADo%20Tuxpan%2C%20M%C3%A9xico%20D.F.%2C%2009030%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Eje%20Central%20L%C3%A1zaro%20C%C3%A1rdenas%2C%20Gustavo%20A.%20Madero%2C%2007760%20Ciudad%20de%20M%C3%A9xico%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
d30e549e-f6ba-40a2-904e-fd94e5754de8,2025-01-05 16:47:28,2025,01,1,Sunday,16,107.65,38.2,12.53,2.82,"Avenida Del Peñon 355, 15530 Venustiano Carranza, Ciudad de México, MX","Calle Faisan, Cdad. Nezahualcóyotl, 57000 Estado de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Avenida%20Del%20Pe%C3%B1on%20355%2C%2015530%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Calle%20Faisan%2C%20Cdad.%20Nezahualc%C3%B3yotl%2C%2057000%20Estado%20de%20M%C3%A9xico%2C%20MX
506b207c-9c79-44fb-b51d-f424b54db639,2025-01-05 16:17:48,2025,01,1,Sunday,16,75.45,21.42,7.43,3.52,"Col Guerrero, 06300 Cuauhtémoc, CMX, MX","Cairo y Persia, Col Romero Rubio Venustiano Carranza, 15400 Ciudad de México, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Col%20Guerrero%2C%2006300%20Cuauht%C3%A9moc%2C%20CMX%2C%20MX&destination=Cairo%20y%20Persia%2C%20Col%20Romero%20Rubio%20Venustiano%20Carranza%2C%2015400%20Ciudad%20de%20M%C3%A9xico%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
0b1c360e-3b29-4a72-9d9e-4b43cb495923,2025-01-05 16:03:58,2025,01,1,Sunday,16,33.94,9.98,2.32,3.4,"Calle Salvador Díaz Mirón, México D.F., 06400 Ciudad de México, MX","Tlatelolco, 06900 Cuauhtémoc, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Salvador%20D%C3%ADaz%20Mir%C3%B3n%2C%20M%C3%A9xico%20D.F.%2C%2006400%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Tlatelolco%2C%2006900%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
4748a885-8bb4-4df5-a526-38e7ad6b215b,2025-01-05 15:48:39,2025,01,1,Sunday,15,53.78,9.25,4.87,5.81,"7 de Noviembre, 07840 Gustavo A. Madero, Ciudad de México, MX","C. Dr. Enrique González Martínez, México D.F., 06400 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=7%20de%20Noviembre%2C%2007840%20Gustavo%20A.%20Madero%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=C.%20Dr.%20Enrique%20Gonz%C3%A1lez%20Mart%C3%ADnez%2C%20M%C3%A9xico%20D.F.%2C%2006400%20Ciudad%20de%20M%C3%A9xico%2C%20MX
1121fd50-814a-43fd-8bf1-9caff529bdb0,2025-01-05 15:27:31,2025,01,1,Sunday,15,46.37,16.68,5.13,2.78,"Aquiles Serdán, 15430 Venustiano Carranza, Ciudad de México, MX","Valle Gómez, Cuauhtémoc, 06240 Cuauhtémoc, Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Aquiles%20Serd%C3%A1n%2C%2015430%20Venustiano%20Carranza%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX&destination=Valle%20G%C3%B3mez%2C%20Cuauht%C3%A9moc%2C%2006240%20Cuauht%C3%A9moc%2C%20Ciudad%20de%20M%C3%A9xico%2C%20MX
a655c7a5-f3bd-405f-b153-8d4661068ab4,2025-01-05 14:46:46,2025,01,1,Sunday,14,123.91,28.87,10.1,4.29,"Vicente Guerrero, Cdad. Nezahualcóyotl, 57600 Estado de México, MX","C. Coronas, México D.F., 15430 Ciudad de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Vicente%20Guerrero%2C%20Cdad.%20Nezahualc%C3%B3yotl%2C%2057600%20Estado%20de%20M%C3%A9xico%2C%20MX&destination=C.%20Coronas%2C%20M%C3%A9xico%20D.F.%2C%2015430%20Ciudad%20de%20M%C3%A9xico%2C%20MX
2eb0502d-ed2e-4b53-b07a-c6789c8465bf,2025-01-05 14:00:29,2025,01,1,Sunday,14,221.32,39.98,25.06,5.54,"Av Benito Bustamante, Col Niños Héroes, 56108 Texcoco, México, MX","Lago Tequesquitengo, Cdad. Nezahualcóyotl, 57500 Estado de México, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Av%20Benito%20Bustamante%2C%20Col%20Ni%C3%B1os%20H%C3%A9roes%2C%2056108%20Texcoco%2C%20M%C3%A9xico%2C%20MX&destination=Lago%20Tequesquitengo%2C%20Cdad.%20Nezahualc%C3%B3yotl%2C%2057500%20Estado%20de%20M%C3%A9xico%2C%20MX
