trip_id,fecha_local,anio,mes,semana_iso,dia_semana,hora,monto_bruto,duracion_min,distancia_km,mxn_por_minuto,origen,destino,estado,enlace_google_maps
463d9fbe-a914-466b-a08b-dcdba8018cad,2025-03-02 18:16:50,2025,03,9,Sunday,18,83.5,22.0,8.78,3.8,"20 de Noviembre, Morelia, 58000 Michoacán, MX","Morelia, 58359 Morelia, Michoacán de Ocampo, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=20%20de%20Noviembre%2C%20Morelia%2C%2058000%20Michoac%C3%A1n%2C%20MX&destination=Morelia%2C%2058359%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX
19671a48-4b83-4494-bc45-110a50e0ed6e,2025-03-02 18:08:21,2025,03,9,Sunday,18,33.42,7.33,4.09,4.56,"Maro, Morelia, 58254 Michoacán, MX","Av. del Estudiante, Morelia, 58228 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Maro%2C%20Morelia%2C%2058254%20Michoac%C3%A1n%2C%20MX&destination=Av.%20del%20Estudiante%2C%20Morelia%2C%2058228%20Michoac%C3%A1n%2C%20MX
a9dc1c48-6a0f-42ef-8b1a-4018331b3f29,2025-03-02 17:37:58,2025,03,9,Sunday,17,47.4,13.67,5.87,3.47,"Calle Totorames, 58227 Morelia, Michoacán de Ocampo, MX","Perif. Paseo de la República, Morelia, 58270 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Totorames%2C%2058227%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Perif.%20Paseo%20de%20la%20Rep%C3%BAblica%2C%20Morelia%2C%2058270%20Michoac%C3%A1n%2C%20MX
ee5d2a01-7d62-4939-b10c-85f2472b659b,2025-03-02 17:20:14,2025,03,9,Sunday,17,70.4,9.98,4.01,7.05,"Calle Homero, 58257 Morelia, Michoacán de Ocampo, MX","Calle Fray Sebastian de Aparicio, 58227 Morelia, Michoacán de Ocampo, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Homero%2C%2058257%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Calle%20Fray%20Sebastian%20de%20Aparicio%2C%2058227%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX
62d7df70-e6fb-4176-ba49-cd386fbb3020,2025-03-02 16:58:57,2025,03,9,Sunday,16,72.37,13.17,10.58,5.5,"Perif Paseo de la República, 58148 Morelia, MIC, MX","Av Acueducto, Morelia, 58270 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Perif%20Paseo%20de%20la%20Rep%C3%BAblica%2C%2058148%20Morelia%2C%20MIC%2C%20MX&destination=Av%20Acueducto%2C%20Morelia%2C%2058270%20Michoac%C3%A1n%2C%20MX
4b70093d-fbc1-453c-84c3-617c58d2c16f,2025-03-02 16:44:59,2025,03,9,Sunday,16,49.36,15.62,5.01,3.16,"Calle General Martín Castrejón, 58040 Morelia, Michoacán de Ocampo, MX","Ruperto Castañeda, Morelia, 58146 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20General%20Mart%C3%ADn%20Castrej%C3%B3n%2C%2058040%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Ruperto%20Casta%C3%B1eda%2C%20Morelia%2C%2058146%20Michoac%C3%A1n%2C%20MX
21c48a7c-0cd2-4f84-b42c-ec427444b4e7,2025-03-02 16:40:44,2025,03,9,Sunday,16,6.52,0.0,0.0,0.0,"Calle Virrey de Mendoza, 58020 Morelia, Michoacán de Ocampo, MX","Calle Virrey de Mendoza, 58020 Morelia, Michoacán de Ocampo, MX",CANCELED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Virrey%20de%20Mendoza%2C%2058020%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Calle%20Virrey%20de%20Mendoza%2C%2058020%20Morelia%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX
443ac1b9-8713-4ac6-ae37-6218a072f02c,2025-03-02 16:19:50,2025,03,9,Sunday,16,36.42,8.75,2.78,4.16,"Calz La Huerta, Morelia, 58080 Michoacán, MX","Av Solidaridad, Morelia, 58030 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calz%20La%20Huerta%2C%20Morelia%2C%2058080%20Michoac%C3%A1n%2C%20MX&destination=Av%20Solidaridad%2C%20Morelia%2C%2058030%20Michoac%C3%A1n%2C%20MX
0e81dac3-f44c-404f-aa6d-446f513fa052,2025-03-02 16:06:06,2025,03,9,Sunday,16,124.72,13.8,5.79,9.04,"Calle Jilguero, 58341 Tenencia Morelos, Michoacán de Ocampo, MX","Calz La Huerta, Morelia, 58080 Michoacán, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Calle%20Jilguero%2C%2058341%20Tenencia%20Morelos%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Calz%20La%20Huerta%2C%20Morelia%2C%2058080%20Michoac%C3%A1n%2C%20MX
78a2993d-821c-4eda-b69f-d3dde426bdb6,2025-03-02 00:45:21,2025,03,9,Sunday,0,54.36,14.0,6.19,3.88,"Carretera Huajúmbaro - San José, 58891 Cuitzillo Grande, Michoacán de Ocampo, MX","Jazmin, 58893 Tarímbaro, Michoacán de Ocampo, MX",COMPLETED,http://googleusercontent.com/maps.google.com/maps?api=1&origin=Carretera%20Huaj%C3%BAmbaro%20-%20San%20Jos%C3%A9%2C%2058891%20Cuitzillo%20Grande%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX&destination=Jazmin%2C%2058893%20Tar%C3%ADmbaro%2C%20Michoac%C3%A1n%20de%20Ocampo%2C%20MX
